"_Antwort-ID";"Resume-Code";"Start";"Datum und Zeit";"Teilnahmestatus";"1. Mein Geschlecht definiere ich als";"2. Mein Lebensalter in Jahren ist...";"3. Das Bundesland, in dem ich Standard-Arbeitsanweisungen oder Muster-Algorithmen durchführe ist...";"Baden-Württemberg";"Bayern";"Berlin";"Brandenburg";"Bremen";"Hamburg";"Hessen";"Mecklenburg-Vorpommern";"Niedersachsen";"Nordrhein-Westfalen";"Rheinland-Pfalz";"Saarland";"Sachsen";"Sachsen-Anhalt";"Schleswig-Holstein";"Thüringen";"4. Meine rettungsdienstliche Beschäftigung beträgt...";"5. Meine rettungsdienstliche Tätigkeit beträgt...";"6. Ich gehöre zu einer der folgenden Berufsgruppen:";"7. In der Regel werden im bundesdeutschen Rettungsdienst Standard-Arbeitsanweisungen bzw. Muster-Algorithmen beschrieben und zur Anwendung vorgegeben.  Wie sehr setzten Sie diese genau so (1:1) in realen Einsatzsituationen um?";"8. In welchen Einsatzsituationen konnten Sie die Standard-Arbeitsanweisungen bzw. Muster-Algorithmen nicht genau so (1:1) umsetzen?";"9. Was denken Sie?  Welche Faktoren waren für die Umsetzung der Standard-Arbeitsanweisungen bzw. Muster-Algorithmen in realen Einsatzsituationen eher hinderlich?";"10. In welchen Einsatzsituationen konnten Sie die Standard-Arbeitsanweisungen bzw. Muster-Algorithmen genau so (1:1) umsetzen?";"11. Was denken Sie?  Welche Faktoren waren für die Umsetzung der Standard-Arbeitsanweisungen bzw. Muster-Algorithmen in realen Einsatzsituationen eher hilfreich?";"12. Was ist Ihnen in Bezug zu der Umsetzung von Standard-Arbeitsanweisungen bzw. Muster-Algorithmen in realen Einsatzsituationen noch wichtig mitzuteilen?";
"60876683";"e74d58f";"18.09.2019 18:14";"18.09.2019 18:14";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 31 und 40";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";"";"";
"60876834";"87a27b7";"18.09.2019 18:18";"18.09.2019 18:18";"teilgenommen, aber noch nicht beendet";"weiblich";"zwischen 18 und 20";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"weniger als 3 Jahre";"Rettungssanitäter /-innen";"";"";"";"";"";"";
"60877379";"5bdcf8c";"18.09.2019 18:33";"18.09.2019 18:38";"teilgenommen und beendet";"männlich";"zwischen 51 und 60";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Teilzeit (50% und mehr)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"100";"Keine";"SOP der ärzl. Leitung";"Bei uns in allen";"Die in unserem Kreis gültigen SAA NRW";"Schön wäre es wenn man Bundesweit die selben SAA hätte.";
"60877494";"9fca9bf";"18.09.2019 18:38";"18.09.2019 18:42";"teilgenommen und beendet";"männlich";"zwischen 41 und 50";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Teilzeit (weniger als 50%)";"mehr als 5 Jahre";"Rettungsassistenten/-innen";"80";"Patient mit Wespenstich in die Zunge, allergische Reaktion mit gleichzeitigem Hypertonus &gt; 210mmHg systolisch. SAA verwies auf Vernebelung von Adrenalin. Wäre bei dem Druck suboptimal gewesen.";"SAA sind nicht hinderlich, nur darf man sie nicht als Kochrezept sehen, sondern muss mitdenken.";"In mehr als 90 Prozent.";"Die Erfahrung des Anwenders und das damit verbundene Mitdenken.";"SAA sind sehr relevant, um eine evidenzbasierte Versorgung in Deutschland zu fördern und die Versorgungsqualität messbar zu machen.";
"60878510";"2db0b48";"18.09.2019 19:07";"18.09.2019 19:08";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 31 und 40";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";"";"";
"60878632";"65c0736";"18.09.2019 19:10";"18.09.2019 19:15";"teilgenommen und beendet";"männlich";"zwischen 21 und 30";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"100";"-";"Der Gedanke, es könnte eine negative Konsequenz haben. (Durch Beschwerde der aufnehmenden Klinik zum Beispiel)";"Medikamentengabe zur Analgesie oder gegen Übelkeit.";"Genaue Algorithmen und gute Schulung.";"";
"60878762";"9bf0c98";"18.09.2019 19:15";"18.09.2019 19:21";"teilgenommen und beendet";"männlich";"zwischen 41 und 50";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"90";"Hypertensiver Notfall, Nichttraumatischer Schmerz";"Standesdünkel und veraltete Denkmuster seitens der Ärzteschaft.";"Traumatischer Schmerz, AKS, Hypertensiver Notfall, Obstruktion der Atemwege, Anaphylaxie";"Weniger Bedenkenträger, plattenorientiertes Denken seitens der Ärzteschaft";"Wenn wir mal so absurd wären, den Patienten in den Mittelpunkt zu stellen, wären wir einen großen Schritt weiter. An der Realität orientiert bedeutet das: Keine nennenswerten Komplikationen an Patienten durch invasive Maßnahmen durch NotSan und unzählige (weil nicht gezählte) Patientenschäden durch verzögerte Therapie. Das kann ich mir nur dadurch erklären, dass eine Berufsgruppe ihre Pfründe sichern will und der Patient erst in zweiter Reihe steht.";
"60879275";"c207153";"18.09.2019 19:30";"18.09.2019 19:34";"teilgenommen und beendet";"männlich";"zwischen 21 und 30";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Teilzeit (50% und mehr)";"zwischen 3 und 5 Jahren";"Notfallsanitäter/-innen";"80";"In den Situationen wo eine vollumfängliche Aufklärung des Patienten nicht ohne signifikanten Zeitverlust möglich war";"Definition von festen Grenzwerten statt Grenzwertbereichen";"Oberschenkelfraktur (Monotrauma), Nierenkolik, Anaphylaxie";"Klare Dosisangaben";"";
"60879352";"81499f7";"18.09.2019 19:31";"18.09.2019 19:32";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 31 und 40";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"weniger als 3 Jahre";"Notfallsanitäter/-innen";"100";"";"";"";"";"";
"60879452";"aad0749";"18.09.2019 19:34";"18.09.2019 19:37";"teilgenommen und beendet";"weiblich";"zwischen 31 und 40";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"Vollzeit (100%)";"zwischen 3 und 5 Jahren";"Notfallsanitäter/-innen";"90";"Manche Dosierungen z.b. Heparin wurden verringert.";"?";"In fast allen.";"?";"Bessere Rechtssicherheit schaffen.";
"60879550";"d107720";"18.09.2019 19:37";"18.09.2019 19:43";"teilgenommen und beendet";"männlich";"zwischen 31 und 40";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Teilzeit (50% und mehr)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"60";"Psychischer Notfall meistens schwer umzusetzen";"Mein Kollege der entweder nicht geschult ist oder sich dem Vorschriet widersetzt.auch Notärzte sind meist nicht mit den Algorithmen vertraut und erschweren ein Arbeiten danach";"Schweres Trauma , Allergische Reaktion mit Schock , Sepsis, CPR, Unterzucker, Krampfanfall";"Struckturiertes vorgehen das nimmt Stress aus der sutuation";"Gemeinsames Trainig mit allen Beteiligten. Es bringt nur dann was wenn wir alle die selbe Sprache sprechen vom RS bis zum NA";
"60879596";"3fe521a";"18.09.2019 19:38";"18.09.2019 19:42";"teilgenommen und beendet";"männlich";"zwischen 31 und 40";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"70";"Keine Angabe";"Keine Angabe";"In einem Großteil der Einsätze lassen sich die SOP in RLP genau anwenden, da sehr auf Praktikabilität geachtet wurde";"Flowdarstellung der SOP";".";
"60879802";"7162a35";"18.09.2019 19:44";"18.09.2019 19:47";"teilgenommen und beendet";"männlich";"zwischen 31 und 40";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"40";"In ganz vielen, bei denen die Umsetzung nahezu nicht möglich ist, patientenfaktoren... Umgebung etc";"Zu genaue Beschreibung";"Im Rettungswagen mit optimalen Patienten";"Räumlich optimal, Platz, Licht etc";"";
"60879946";"2c4d6b1";"18.09.2019 19:46";"18.09.2019 19:55";"teilgenommen und beendet";"männlich";"zwischen 41 und 50";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"Teilzeit (weniger als 50%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"80";"Anslgesie, da vorgesehene Medikamente nicht vorgehalten werden.";"Medikamente nicht vorhanden";"ACS, Trauma, Schock, Blutung, Anaphylaxie";"Geeigneter Teampartner  der entweder gut geschult ist, oder ein Fundiertes Wissen hat. Vorhalten der Materialien/ Medikamente";"Sie sollten Bedarfsgerecht sein! und Verhältnismäßig.., Beispiel Hypotonie Supra 1:100000 frei gegeben, Akrinor jedoch nicht...";
"60880338";"fd7326a";"18.09.2019 19:57";"22.10.2019 21:27";"teilgenommen und beendet";"weiblich";"zwischen 31 und 40";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"70";"wenn Patienten unehrlich sind, keine gute Weiterbildung und Ausbildung";"Unehrlichkeit, Behinderungen durch Angehörige oder Passanten , Bildungssystem";"wenn es NICHT zeitkritisch war und der Pat genaue Angaben machen konnte";"erlernte SOP";"es muss ein standartisiertes Weiterbildungspogramme her , es müssen praktische Fertigkeiten zum Standart als Weiterbildung her, so das jeder gezwungen wird, auch der Arbeitgeber, dies zu machen und zu gewährleisten";
"60880709";"3d1c007";"18.09.2019 20:06";"18.09.2019 20:06";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 21 und 30";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";"";"";
"60880882";"a3d7bab";"18.09.2019 20:10";"18.09.2019 20:21";"teilgenommen und beendet";"männlich";"zwischen 21 und 30";"";"1";"";"";"";"";"";"";"";"";"";"";"";"1";"1";"";"1";"Teilzeit (weniger als 50%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"30";"Ist eine medikamentöse Therapie durch mich notwendig, sichere ich mich durch nachlesen in den Musteralgorithmen ab und setze diese 1:1 um. Sonst weiche ich eher davon ab.";"der Notarzt, Patienten, die nicht rettungsdienstlich relevant sind";"Verkehrsunfälle, Extremitätentrauma, Koliken, Myokardinfarkt";"Ruhe/Zeit, Erfahrenes Team, Azubi als dritter, Lange Anfahrt für das NEF";"Dringende rechtliche Sicherheit im Heilpraktiker- und Betäubungsmittelgesetz notwendig.";
"60880997";"e691f52";"18.09.2019 20:13";"18.09.2019 20:14";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 21 und 30";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"Teilzeit (weniger als 50%)";"zwischen 3 und 5 Jahren";"Rettungssanitäter /-innen";"";"";"";"";"";"";
"60881016";"b1688d8";"18.09.2019 20:13";"18.09.2019 20:14";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 31 und 40";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"Teilzeit (50% und mehr)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";"";"";
"60881189";"1c079cd";"18.09.2019 20:17";"18.09.2019 20:17";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 21 und 30";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Vollzeit (100%)";"zwischen 3 und 5 Jahren";"Notfallsanitäter/-innen";"";"";"";"";"";"";
"60881252";"9246b6f";"18.09.2019 20:18";"18.09.2019 20:19";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 41 und 50";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Teilzeit (weniger als 50%)";"mehr als 5 Jahre";"Rettungssanitäter /-innen";"";"";"";"";"";"";
"60881571";"777a440";"18.09.2019 20:26";"18.09.2019 20:27";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 41 und 50";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Rettungssanitäter /-innen";"";"";"";"";"";"";
"60881784";"76fec78";"18.09.2019 20:32";"18.09.2019 20:33";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 21 und 30";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Teilzeit (50% und mehr)";"mehr als 5 Jahre";"Rettungssanitäter /-innen";"";"";"";"";"";"";
"60882015";"d259dbb";"18.09.2019 20:37";"18.09.2019 20:39";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 51 und 60";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"90";"";"";"";"";"";
"60882016";"a106cdc";"18.09.2019 20:38";"18.09.2019 20:39";"teilgenommen, aber noch nicht beendet";"weiblich";"zwischen 31 und 40";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"Teilzeit (50% und mehr)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";"";"";
"60882553";"d3a6332";"18.09.2019 20:52";"18.09.2019 20:54";"teilgenommen und beendet";"männlich";"zwischen 31 und 40";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Teilzeit (weniger als 50%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"40";"Sobald der Notarzt da ist.";"Keine klaren Vorgaben und die Arbeitsanweisungen sind zu kompliziert formuliert.";"Bei einem Solo Einsatz ohne Notarzt.";"Änderung des NA Indikationskatalog und Anpassung der Arbeitsanweisungen an aktuelle Algorithmen und keine eigenen versuche es besser oder anders zu machen.";"";
"60882720";"c65fdcd";"18.09.2019 20:56";"18.09.2019 20:57";"teilgenommen, aber noch nicht beendet";"";"zwischen 31 und 40";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";"";"";
"60882795";"12c88c7";"18.09.2019 20:58";"18.09.2019 20:59";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 21 und 30";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Vollzeit (100%)";"zwischen 3 und 5 Jahren";"Rettungssanitäter /-innen";"";"";"";"";"";"";
"60883142";"54b1d0c";"18.09.2019 21:07";"18.09.2019 21:08";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 41 und 50";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"100";"";"";"";"";"";
"60883365";"b8cebb5";"18.09.2019 21:13";"18.09.2019 21:14";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 31 und 40";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"Teilzeit (weniger als 50%)";"mehr als 5 Jahre";"Rettungsassistenten/-innen";"100";"";"";"";"";"";
"60883561";"e358aec";"18.09.2019 21:19";"18.09.2019 21:20";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 21 und 30";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Rettungsassistenten/-innen";"0";"";"";"";"";"";
"60883646";"e236d8d";"18.09.2019 21:21";"18.09.2019 21:22";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 31 und 40";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"Teilzeit (50% und mehr)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";"";"";
"60884134";"3d0d623";"18.09.2019 21:37";"18.09.2019 22:01";"teilgenommen, aber noch nicht beendet";"";"zwischen 18 und 20";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"zwischen 3 und 5 Jahren";"Notfallsanitäter/-innen";"30";"sdsd";"sdsd";"sds";"sds";"";
"60884250";"f1e624f";"18.09.2019 21:40";"18.09.2019 21:41";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 21 und 30";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Rettungsassistenten/-innen";"70";"";"";"";"";"";
"60884352";"0a1e3ad";"18.09.2019 21:43";"18.09.2019 21:44";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 41 und 50";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";"";"";
"60884726";"59ef6c3";"18.09.2019 21:56";"18.09.2019 21:56";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 31 und 40";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";"";"";
"60884958";"dd7f7ac";"18.09.2019 22:03";"18.09.2019 22:04";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 21 und 30";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"Vollzeit (100%)";"zwischen 3 und 5 Jahren";"Notfallsanitäter/-innen";"";"";"";"";"";"";
"60885129";"2e89ea3";"18.09.2019 22:08";"18.09.2019 22:12";"teilgenommen und beendet";"männlich";"zwischen 41 und 50";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"100";"In keinen";"Es gab keine Hinderlichkeiten.";"in Allen";"Stumpfes Auswendiglernen";"SAA sind wichtig-dann können wir Zukunft auch Putzfrauen einsetzen";
"60885415";"ebdcb59";"18.09.2019 22:18";"18.09.2019 22:19";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 51 und 60";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";"";"";
"60885495";"15fb369";"18.09.2019 22:20";"18.09.2019 22:22";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 31 und 40";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";"";"";
"60885926";"9ba04c7";"18.09.2019 22:36";"18.09.2019 22:38";"teilgenommen, aber noch nicht beendet";"weiblich";"zwischen 31 und 40";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Teilzeit (50% und mehr)";"zwischen 3 und 5 Jahren";"Rettungsassistenten/-innen";"";"";"";"";"";"";
"60886209";"49f9cc4";"18.09.2019 22:48";"18.09.2019 22:49";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 21 und 30";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";"";"";
"60886270";"9c62c1c";"18.09.2019 22:50";"18.09.2019 23:00";"teilgenommen und beendet";"männlich";"zwischen 21 und 30";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"80";"Anaphylaxie, Hypertonus";"Fehlende Medikamente (nicht vorgesehen/ nicht freigegeben)";"Neurologisches Defizit, Hypoglykämie, Hyperglykämie, LAE, Trauma mit Einsatz NA";"Freigabe von Maßnahmen und Medikamenten, sowie Ausstattung der Fahrzeuge";"Es müssten Freigaben erfolgen, das gesamte Personal geschult und Materialien bereitgestellt werden.";
"60886743";"a903a1f";"18.09.2019 23:13";"18.09.2019 23:15";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 41 und 50";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"90";"";"";"";"";"";
"60887423";"2080b25";"18.09.2019 23:59";"19.09.2019 00:00";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 41 und 50";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";"";"";
"60887571";"f098949";"19.09.2019 00:10";"19.09.2019 00:11";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 21 und 30";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Vollzeit (100%)";"zwischen 3 und 5 Jahren";"Rettungsassistenten/-innen";"";"";"";"";"";"";
"60887661";"a4bc148";"19.09.2019 00:17";"19.09.2019 00:22";"teilgenommen und beendet";"männlich";"zwischen 51 und 60";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"40";"In nicht-Standartszenarien";"Ungeschulter Kollege/Notarzt, mangel an Rückhalt durch Vorgesetzte";"Standarteinsätze";"Eigenständigkeit";"Nichts";
"60887681";"8f7948a";"19.09.2019 00:17";"19.09.2019 00:21";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 61 und 67";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Rettungssanitäter /-innen";"";"";"";"";"";"";
"60887687";"dd2ccf7";"19.09.2019 00:20";"19.09.2019 00:21";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 21 und 30";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";"";"";
"60887887";"fbeb1f2";"19.09.2019 00:40";"19.09.2019 00:42";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 31 und 40";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"10";"Rechtliche unsicherheit";"Rechtliche unsicherheit";"Rechtliche unsicherheit";"Keine";"";
"60888405";"bbd5fed";"19.09.2019 01:35";"19.09.2019 01:36";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 21 und 30";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Rettungsassistenten/-innen";"";"";"";"";"";"";
"60888613";"0f51a75";"19.09.2019 02:03";"19.09.2019 02:04";"teilgenommen, aber noch nicht beendet";"weiblich";"zwischen 21 und 30";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"Teilzeit (weniger als 50%)";"mehr als 5 Jahre";"Rettungsassistenten/-innen";"";"";"";"";"";"";
"60888700";"7ec879d";"19.09.2019 02:10";"19.09.2019 02:10";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 21 und 30";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Teilzeit (50% und mehr)";"weniger als 3 Jahre";"Rettungssanitäter /-innen";"80";"Standart KTP";"/";"/";"/";"";
"60889747";"d965a4e";"19.09.2019 04:05";"19.09.2019 04:06";"teilgenommen, aber noch nicht beendet";"";"zwischen 21 und 30";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Rettungsassistenten/-innen";"";"";"";"";"";"";
"60890533";"8eb0b01";"19.09.2019 06:11";"21.09.2019 16:48";"teilgenommen und beendet";"männlich";"zwischen 41 und 50";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Rettungsassistenten/-innen";"0";"In allen Fällen";"Das wahre Leben";"In keiner";"Es gibt KEINE Notfallsituation die sich in einen Standard Algorithmus pressen lässt.";"Die Individualität des Menschen und keine Notfall Situation lassen sich standardisieren, wer das glaubt kennt das Leben nicht.";
"60890687";"477555c";"19.09.2019 06:33";"19.09.2019 06:39";"teilgenommen und beendet";"männlich";"zwischen 21 und 30";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"weniger als 3 Jahre";"Rettungssanitäter /-innen";"80";"Notfälle außerhalb der Routine, um weitere invasive Maßnahmen zu verhindern.";"Es gibt keinen Durchschnittspatienten. Es gibt also immer etwas womit die SAA kollidieren.";"Hypoglykämie, Exikose";"Unterstützung zur Versorgung";"";
"60890712";"5f152f5";"19.09.2019 06:38";"19.09.2019 06:46";"teilgenommen und beendet";"weiblich";"zwischen 18 und 20";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"1";"";"Vollzeit (100%)";"weniger als 3 Jahre";"Rettungssanitäter /-innen";"80";"Unsere SAAs sind ganz gut gemacht und jeder Mitarbeiter hat Sie als Pocketversion dabei.";"Zu viele Möglichkeiten quasi ein Pfeilwirrwarr.";"Atemnot, Reanimation, Allergisches Schick, Schmerzen im Bauch/Trauma Schmerzen also Analgesie etc";"Klare Strukturen, das Mitführen in der Hosentasche, klare Indikationen für bestimmt Sachverhalte und vorallem immer bei unsicherheit Notarzt nachfordern";"Es muss geübt werden und es ist stumpfes abarbeiten.... Aber wir müssen wissens warum wir so handeln und die Konsequenzen z. B bei medikamentengaben kennen das steht in unseren SAAs auch mit dabei, die NW und Kontraindikationen!";
"60890920";"79ec4d9";"19.09.2019 07:02";"19.09.2019 07:02";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 21 und 30";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Rettungsassistenten/-innen";"";"";"";"";"";"";
"60891534";"6a2b0b2";"19.09.2019 07:45";"19.09.2019 07:46";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 18 und 20";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Vollzeit (100%)";"weniger als 3 Jahre";"Notfallsanitäter/-innen";"";"";"";"";"";"";
