"_Antwort-ID";"Resume-Code";"Start";"Datum und Zeit";"Teilnahmestatus";"1. Hatten Sie bisher schon Kontakt mit dem Rettungsdienst?";"2. Wie alt sind Sie?";"3. In welcher beruflichen Situation befinden Sie sich?";"4. Auf welche Art und Weise hatten Sie Kontakt mit dem Rettungsdienst?";"5. In welcher Situation haben Sie den Rettungsdienst erlebt?";"6. Wie lange hat der Rettungsdienst aus Ihrer Erinnerung heraus vom Anruf/ Notruf bis zum Eintreffen gebraucht?";"7. Im folgenden Abschnitt können Sie die Fragen mit 'trifft voll zu' bis 'trifft gar nicht zu' beantworten. Die Fragen zielen dabei auf ihre persönliche Wahrnehmung des Einsatzgeschehens &amp; -personals ab.";"Ich habe mich beim Personal sehr gut aufgehoben gefühlt.";"Das Anliegen wurde vom Personal ernst genommen.";"Das Personal war stets freundlich und höflich.";"Das Personal war geduldig.";"Das Personal machte einen fachlich-kompetenten Eindruck auf mich.";"Ich wurde durch den Rettungsdienst gut beraten.";"Man konnte die Krankenhauswahl beeinflussen.";"Das Erscheinungsbild des Rettungsdienstes war gepflegt.";"Mein Gesamteindruck vom Rettungsdienstpersonal war sehr gut.";
"48993810";"6744f94";"08.09.2018 11:02";"08.09.2018 11:04";"teilgenommen, aber noch nicht beendet";"ja";"55-70";"Angestellter";"Kollegen";"Krankentransport";"";"";"";"";"";"";"";"";"";"";"";
"48994271";"0ce3bea";"08.09.2018 11:51";"08.09.2018 11:52";"teilgenommen und beendet";"ja";"55-70";"Angestellter";"Angehöriger";"Krankentransport";"&gt,15 Min.";"";"3";"4";"3";"5";"4";"3";"5";"4";"3";
"48994345";"8a0e1d1";"08.09.2018 12:00";"08.09.2018 12:01";"teilgenommen und beendet";"ja";"18-30";"Beamter";"Alle";"Alle";"0-5 Min.";"";"3";"3";"3";"3";"3";"3";"4";"3";"3";
"48994517";"fc093d7";"08.09.2018 12:20";"08.09.2018 12:21";"teilgenommen und beendet";"ja";"18-30";"FSJ";"Patient";"Notfalleinsatz";"5-10 Min.";"";"2";"1";"1";"2";"2";"1";"5";"1";"2";
"48994824";"ff7f828";"08.09.2018 12:57";"08.09.2018 13:02";"teilgenommen und beendet";"ja";"30-55";"Angestellter";"Angehöriger";"Notfalleinsatz";"5-10 Min.";"";"2";"1";"2";"1";"2";"3";"5";"1";"1";
"48994849";"f1d6d99";"08.09.2018 13:00";"08.09.2018 13:02";"teilgenommen und beendet";"ja";"30-55";"Angestellter";"Angehöriger";"Notfalleinsatz";"5-10 Min.";"";"1";"1";"1";"1";"1";"1";"2";"2";"2";
"48994885";"733e35b";"08.09.2018 13:04";"08.09.2018 13:05";"teilgenommen, aber noch nicht beendet";"ja";"30-55";"Angestellter";"Freiwillige Feuerwehr";"Hilfeleistung";"0-5 Min.";"";"";"";"";"";"";"";"";"";"";
"48994916";"751c175";"08.09.2018 13:07";"08.09.2018 13:10";"teilgenommen und beendet";"ja";"30-55";"Angestellter";"Angehöriger";"Notfalleinsatz";"0-5 Min.";"";"2";"2";"2";"2";"2";"2";"2";"2";"2";
"48994948";"ad04b6b";"08.09.2018 13:11";"08.09.2018 13:12";"teilgenommen und beendet";"ja";"18-30";"Schüler/ Student";"Angehöriger";"Notfalleinsatz";"5-10 Min.";"";"2";"2";"2";"2";"2";"2";"4";"2";"2";
"48994960";"eb15308";"08.09.2018 13:12";"08.09.2018 19:16";"teilgenommen und beendet";"ja";"30-55";"Handwerker";"Angehöriger";"Notfalleinsatz";"10-15 Min.";"";"2";"2";"2";"2";"2";"2";"2";"2";"2";
"48995097";"04ac2d2";"08.09.2018 13:29";"08.09.2018 13:31";"teilgenommen und beendet";"ja";"18-30";"Angestellter";"Mitglied";"Notfalleinsatz";"0-5 Min.";"";"2";"1";"3";"2";"1";"1";"5";"1";"2";
"48996127";"3adb915";"08.09.2018 15:05";"08.09.2018 15:06";"teilgenommen und beendet";"ja";"18-30";"Angestellter";"Patient";"Notfalleinsatz";"5-10 Min.";"";"2";"1";"1";"1";"1";"1";"1";"1";"1";
"48996275";"45a145d";"08.09.2018 15:18";"08.09.2018 15:21";"teilgenommen und beendet";"ja";"55-70";"Akademiker";"Patient";"Krankentransport";"10-15 Min.";"";"2";"2";"2";"2";"1";"1";"2";"2";"2";
"48996696";"1342ab9";"08.09.2018 15:55";"08.09.2018 16:00";"teilgenommen und beendet";"ja";"18-30";"Schüler/ Student";"Sani an einer Schule";"Sanitätsdienst/ Veranstaltung";"0-5 Min.";"";"2";"2";"2";"2";"2";"2";"3";"2";"2";
"48996702";"d31c333";"08.09.2018 15:55";"08.09.2018 15:58";"teilgenommen und beendet";"ja";"30-55";"selbstständig";"Angehöriger";"Notfalleinsatz";"5-10 Min.";"";"2";"1";"1";"2";"1";"1";"2";"1";"1";
"48996723";"421a4bb";"08.09.2018 15:57";"08.09.2018 15:58";"teilgenommen, aber noch nicht beendet";"nein";"18-30";"Schüler/ Student";"Sani";"Sanitätsdienst/ Veranstaltung";"0-5 Min.";"";"";"";"";"";"";"";"";"";"";
"48996731";"9cc04f0";"08.09.2018 15:57";"08.09.2018 16:02";"teilgenommen und beendet";"ja";"18-30";"Schüler/ Student";"Schulsanitäter";"Notfalleinsatz";"10-15 Min.";"";"2";"2";"2";"2";"2";"3";"4";"2";"3";
"48996750";"b238b88";"08.09.2018 15:59";"08.09.2018 16:02";"teilgenommen und beendet";"ja";"30-55";"Angestellter";"Patient";"Notfalleinsatz";"0-5 Min.";"";"2";"2";"1";"1";"1";"2";"3";"1";"1";
"48996927";"22d9702";"08.09.2018 16:13";"08.09.2018 16:15";"teilgenommen und beendet";"ja";"30-55";"Akademiker";"Patient";"Krankentransport";"5-10 Min.";"";"2";"1";"1";"2";"1";"1";"1";"1";"1";
"48997040";"a2b8458";"08.09.2018 16:24";"08.09.2018 16:26";"teilgenommen und beendet";"ja";"30-55";"Angestellter";"Anrufer";"Krankentransport";"10-15 Min.";"";"3";"3";"3";"3";"2";"3";"5";"3";"3";
"48997323";"8c29d2d";"08.09.2018 16:47";"08.09.2018 16:50";"teilgenommen und beendet";"ja";"18-30";"Schüler/ Student";"Sanitäterin";"Sanitätsdienst/ Veranstaltung";"10-15 Min.";"";"3";"3";"2";"1";"4";"2";"3";"2";"3";
"48997669";"c37c366";"08.09.2018 17:12";"08.09.2018 17:13";"teilgenommen, aber noch nicht beendet";"ja";"18-30";"Angestellter";"Patient";"Notfalleinsatz";"5-10 Min.";"";"";"";"";"";"";"";"";"";"";
"48997810";"cec9a5a";"08.09.2018 17:23";"08.09.2018 17:25";"teilgenommen und beendet";"ja";"18-30";"Schüler/ Student";"Angehöriger";"Notfalleinsatz";"&gt,15 Min.";"";"4";"2";"3";"3";"2";"2";"5";"2";"3";
"48998091";"94f8cee";"08.09.2018 17:44";"08.09.2018 17:46";"teilgenommen und beendet";"ja";"55-70";"Rentner";"Rettungsassistenten";"Notfalleinsatz";"5-10 Min.";"";"2";"2";"2";"2";"2";"2";"1";"2";"2";
"48998554";"89adb75";"08.09.2018 18:11";"08.09.2018 18:13";"teilgenommen, aber noch nicht beendet";"nein";"18-30";"Schüler/ Student";"-";"-";"0-5 Min.";"";"";"";"";"";"";"";"";"";"";
"48999015";"2d9c17f";"08.09.2018 18:34";"08.09.2018 18:39";"teilgenommen und beendet";"ja";"30-55";"Angestellter";"Angehöriger";"Notfalleinsatz";"5-10 Min.";"";"1";"1";"1";"1";"1";"1";"2";"1";"1";
"48999209";"2387efc";"08.09.2018 18:48";"08.09.2018 18:53";"teilgenommen und beendet";"ja";"18-30";"Brandmeister";"Ich arbeite im Rettungadienst als Rettungssanitäter";"Im Berufsaltag";"5-10 Min.";"";"1";"1";"1";"1";"1";"1";"1";"1";"1";
"48999387";"af33077";"08.09.2018 18:58";"08.09.2018 19:00";"teilgenommen und beendet";"ja";"30-55";"Feuerwehrbeamter";"Angehöriger";"Notfalleinsatz";"5-10 Min.";"";"2";"1";"1";"1";"1";"1";"2";"2";"2";
"48999770";"02d63c3";"08.09.2018 19:21";"08.09.2018 19:26";"teilgenommen, aber noch nicht beendet";"ja";"18-30";"Beamter";"Arbeitnehmer";"Notfalleinsatz";"5-10 Min.";"";"1";"4";"5";"2";"2";"2";"2";"2";"2";
"49000984";"0625b51";"08.09.2018 20:46";"08.09.2018 20:48";"teilgenommen und beendet";"ja";"18-30";"Schüler/ Student";"Zeuge";"Notfalleinsatz";"5-10 Min.";"";"1";"1";"1";"3";"2";"3";"4";"2";"1";
"49001917";"7a26f90";"08.09.2018 21:52";"08.09.2018 21:56";"teilgenommen und beendet";"ja";"18-30";"Schüler/ Student";"Anrufer";"Sanitätsdienst/ Veranstaltung";"5-10 Min.";"";"2";"1";"2";"2";"2";"1";"3";"1";"2";
"49002479";"b60be8f";"08.09.2018 22:27";"08.09.2018 22:30";"teilgenommen und beendet";"ja";"18-30";"Schüler/ Student";"Anrufer";"Hilfeleistung";"5-10 Min.";"";"1";"1";"1";"1";"1";"3";"5";"1";"1";
"49002910";"1bbd36b";"08.09.2018 23:06";"08.09.2018 23:09";"teilgenommen und beendet";"ja";"18-30";"Auszubildende";"Patient";"Notfalleinsatz";"5-10 Min.";"";"1";"1";"1";"1";"1";"2";"2";"1";"1";
"49002914";"d321617";"08.09.2018 23:06";"08.09.2018 23:09";"teilgenommen und beendet";"ja";"18-30";"Auszubildende";"Angehöriger";"Hilfeleistung";"5-10 Min.";"";"2";"2";"2";"2";"2";"3";"1";"2";"2";
"49002953";"02bfb71";"08.09.2018 23:10";"08.09.2018 23:11";"teilgenommen, aber noch nicht beendet";"nein";"18-30";"Schüler/ Student";"Zeuge";"Sanitätsdienst/ Veranstaltung";"0-5 Min.";"";"";"";"";"";"";"";"";"";"";
"49002957";"bb83115";"08.09.2018 23:11";"08.09.2018 23:12";"teilgenommen und beendet";"ja";"18-30";"Angestellter";"DRK";"Sanitätsdienst/ Veranstaltung";"10-15 Min.";"";"2";"2";"2";"2";"1";"1";"2";"1";"1";
"49003335";"dcc65aa";"08.09.2018 23:38";"08.09.2018 23:42";"teilgenommen und beendet";"ja";"55-70";"Angestellter";"Angehöriger";"Notfalleinsatz";"10-15 Min.";"";"2";"2";"2";"2";"3";"3";"2";"2";"2";
"49003500";"3fca131";"08.09.2018 23:52";"08.09.2018 23:53";"teilgenommen, aber noch nicht beendet";"ja";"18-30";"Angestellter";"Arbeitgeber";"Alles";"5-10 Min.";"";"";"";"";"";"";"";"";"";"";
"49003714";"e000a28";"09.09.2018 00:08";"09.09.2018 00:10";"teilgenommen und beendet";"ja";"18-30";"Schüler/ Student";"praktikum";"Hilfeleistung";"5-10 Min.";"";"2";"1";"2";"3";"1";"2";"2";"1";"2";
"49005386";"f116645";"09.09.2018 05:27";"09.09.2018 05:29";"teilgenommen und beendet";"ja";"30-55";"Angestellter";"Angehöriger";"Notfalleinsatz";"0-5 Min.";"";"2";"2";"2";"2";"2";"2";"1";"3";"2";
"49005561";"e6f6dc3";"09.09.2018 06:44";"09.09.2018 06:48";"teilgenommen und beendet";"ja";"30-55";"Angestellter";"Patient";"Notfalleinsatz";"10-15 Min.";"";"1";"1";"1";"1";"1";"2";"1";"2";"2";
"49005639";"d5eeffc";"09.09.2018 07:08";"09.09.2018 07:11";"teilgenommen, aber noch nicht beendet";"ja";"30-55";"Beamter";"Bin Rettungsassistent";"Notfalleinsatz";"5-10 Min.";"";"";"";"";"";"";"";"";"";"";
"49005868";"060a6a2";"09.09.2018 07:57";"09.09.2018 08:00";"teilgenommen und beendet";"ja";"18-30";"Schüler/ Student";"Angehöriger";"Notfalleinsatz";"&gt,15 Min.";"";"1";"1";"1";"2";"2";"2";"2";"2";"2";
"49005882";"3c62e5e";"09.09.2018 07:59";"09.09.2018 08:01";"teilgenommen und beendet";"ja";"30-55";"Handwerker";"Angehöriger";"Notfalleinsatz";"10-15 Min.";"";"2";"2";"2";"2";"2";"2";"5";"3";"2";
"49006091";"7df8f9f";"09.09.2018 08:31";"09.09.2018 08:33";"teilgenommen und beendet";"ja";"18-30";"Handwerker";"Zeuge";"Notfalleinsatz";"5-10 Min.";"";"1";"1";"1";"2";"2";"4";"2";"1";"1";
"49006224";"f1bdb4e";"09.09.2018 08:49";"09.09.2018 08:51";"teilgenommen und beendet";"ja";"18-30";"Schüler/ Student";"Angehöriger";"Im Krankenhaus";"0-5 Min.";"";"1";"1";"2";"3";"1";"4";"4";"2";"2";
"49007475";"80408a7";"09.09.2018 10:35";"09.09.2018 10:37";"teilgenommen und beendet";"ja";"18-30";"Schüler/ Student";"Anrufer";"Sanitätsdienst/ Veranstaltung";"5-10 Min.";"";"1";"1";"1";"1";"1";"1";"2";"1";"1";
"49008096";"899de9e";"09.09.2018 11:37";"09.09.2018 11:42";"teilgenommen und beendet";"ja";"18-30";"Schüler/ Student";"Mitarbeiter";"Notfalleinsatz";"5-10 Min.";"";"3";"3";"4";"4";"2";"2";"3";"3";"3";
"49009407";"501e1c0";"09.09.2018 13:28";"09.09.2018 13:30";"teilgenommen, aber noch nicht beendet";"ja";"18-30";"Schüler/ Student";"Anrufer";"Notfalleinsatz";"5-10 Min.";"";"";"";"";"";"";"";"";"";"";
"49009928";"d08a1b7";"09.09.2018 14:08";"09.09.2018 14:11";"teilgenommen und beendet";"ja";"18-30";"Schüler/ Student";"Angehöriger";"Notfalleinsatz";"&gt,15 Min.";"";"1";"1";"2";"1";"1";"2";"4";"1";"1";
"49010691";"c545aac";"09.09.2018 15:07";"09.09.2018 15:10";"teilgenommen und beendet";"ja";"55-70";"Beamter";"selber Rett.Ass.";"Notfalleinsatz";"5-10 Min.";"";"2";"2";"2";"3";"3";"2";"2";"2";"2";
"49015771";"1eca246";"09.09.2018 20:03";"09.09.2018 20:06";"teilgenommen und beendet";"ja";"30-55";"Akademiker";"Alle genannten Möglichkeiten, sowie als Notärztin";"Alle genannten Möglichkeiten";"5-10 Min.";"";"2";"1";"3";"2";"3";"2";"4";"3";"2";
"49018531";"b4fa976";"09.09.2018 22:29";"09.09.2018 22:30";"teilgenommen und beendet";"ja";"30-55";"Angestellter";"Anrufer";"Sanitätsdienst/ Veranstaltung";"5-10 Min.";"";"1";"1";"1";"1";"1";"1";"1";"1";"1";
"49018777";"65c1598";"09.09.2018 22:49";"09.09.2018 22:50";"teilgenommen und beendet";"ja";"18-30";"Schüler/ Student";"Sanhelfer";"Notfalleinsatz";"5-10 Min.";"";"2";"2";"3";"2";"1";"1";"1";"2";"2";
"49019584";"cd043fc";"10.09.2018 00:08";"10.09.2018 00:10";"teilgenommen und beendet";"ja";"30-55";"Angestellter";"Feuerwehrmann";"Hilfeleistung";"5-10 Min.";"";"1";"1";"1";"1";"1";"1";"5";"1";"1";
"49023604";"7f5997f";"10.09.2018 07:50";"10.09.2018 07:52";"teilgenommen und beendet";"ja";"30-55";"Angestellter";"Patient";"Notfalleinsatz";"5-10 Min.";"";"2";"1";"1";"2";"1";"1";"5";"1";"1";
"49025157";"60155bb";"10.09.2018 08:40";"10.09.2018 08:41";"teilgenommen, aber noch nicht beendet";"ja";"30-55";"Angestellter";"Anrufer";"Notfalleinsatz";"5-10 Min.";"";"";"";"";"";"";"";"";"";"";
"49027941";"cec01c1";"10.09.2018 10:01";"10.09.2018 10:03";"teilgenommen und beendet";"ja";"18-30";"Schüler/ Student";"Zeuge";"Sanitätsdienst/ Veranstaltung";"";"";"2";"3";"2";"3";"3";"2";"2";"3";"3";
"49042979";"126537f";"10.09.2018 14:56";"10.09.2018 14:57";"teilgenommen, aber noch nicht beendet";"ja";"18-30";"Schüler/ Student";"Anrufer";"Krankentransport";"10-15 Min.";"";"";"";"";"";"";"";"";"";"";
"49048706";"3dedd56";"10.09.2018 16:57";"10.09.2018 16:59";"teilgenommen und beendet";"ja";"18-30";"Schüler/ Student";"Patient";"Notfalleinsatz";"0-5 Min.";"";"2";"2";"2";"2";"2";"2";"4";"3";"2";
"49052171";"91f40d5";"10.09.2018 18:12";"10.09.2018 18:13";"teilgenommen und beendet";"ja";"30-55";"Angestellter";"Angehöriger";"Notfalleinsatz";"0-5 Min.";"";"2";"2";"2";"2";"2";"2";"5";"3";"2";
"49053105";"3c08b27";"10.09.2018 18:35";"10.09.2018 18:38";"teilgenommen und beendet";"ja";"30-55";"Angestellter";"Patient";"Notfalleinsatz";"5-10 Min.";"";"2";"2";"3";"3";"2";"1";"5";"1";"3";
"49053358";"29a1d8e";"10.09.2018 18:41";"10.09.2018 18:43";"teilgenommen und beendet";"ja";"30-55";"Angestellter";"Anrufer";"Notfalleinsatz";"5-10 Min.";"";"2";"2";"2";"2";"2";"2";"4";"2";"2";
"49059651";"cb46dd4";"10.09.2018 21:15";"10.09.2018 21:17";"teilgenommen und beendet";"ja";"30-55";"Angestellter";"Angehöriger";"Notfalleinsatz";"5-10 Min.";"";"3";"3";"4";"4";"3";"5";"5";"3";"5";
"49061428";"37a9ad2";"10.09.2018 21:54";"10.09.2018 21:58";"teilgenommen und beendet";"ja";"18-30";"Schüler/ Student";"Durch die Ausbildung zum Rettungssanitäter";"Notfalleinsatz";"0-5 Min.";"";"1";"2";"2";"2";"1";"2";"3";"1";"1";
"49069951";"2d5a1ca";"11.09.2018 07:20";"11.09.2018 07:22";"teilgenommen und beendet";"ja";"18-30";"Schüler/ Student";"Sanitäter";"Notfalleinsatz";"5-10 Min.";"";"2";"2";"2";"2";"2";"2";"3";"2";"2";
"49083900";"a25d57d";"11.09.2018 14:24";"11.09.2018 14:26";"teilgenommen und beendet";"nein";"18-30";"Schüler/ Student";"Zeuge";"Notfalleinsatz";"5-10 Min.";"";"1";"1";"1";"1";"1";"1";"2";"3";"3";
"49115356";"3f55a85";"12.09.2018 12:29";"12.09.2018 12:31";"teilgenommen und beendet";"ja";"18-30";"Ausbildung RS";"Erst helfer";"Sanitätsdienst/ Veranstaltung";"10-15 Min.";"";"3";"1";"1";"3";"2";"2";"4";"2";"3";
"49127558";"6aa464f";"12.09.2018 18:34";"12.09.2018 18:35";"teilgenommen und beendet";"ja";"18-30";"Angestellter";"Anrufer";"Notfalleinsatz";"5-10 Min.";"";"1";"1";"1";"2";"1";"2";"3";"1";"1";
"49140549";"82787ca";"13.09.2018 07:06";"13.09.2018 07:08";"teilgenommen und beendet";"ja";"30-55";"Angestellter";"Patient";"Notfalleinsatz";"5-10 Min.";"";"2";"1";"1";"2";"1";"1";"5";"1";"2";
"49141047";"f49e51b";"13.09.2018 07:37";"13.09.2018 07:40";"teilgenommen und beendet";"ja";"18-30";"Azubi";"In Rettungshelfer Ausbildung";"Sanitätsdienst/ Veranstaltung";"10-15 Min.";"";"2";"2";"3";"2";"2";"3";"3";"1";"2";
"49141949";"c726832";"13.09.2018 07:18";"13.09.2018 08:25";"teilgenommen und beendet";"ja";"30-55";"Angestellter";"Patient";"Krankentransport";"5-10 Min.";"";"1";"1";"1";"1";"1";"1";"5";"1";"1";
"49168826";"403f572";"13.09.2018 22:49";"13.09.2018 22:55";"teilgenommen und beendet";"ja";"30-55";"Krankenschwester,  jetzt im Referendariat Lehramt berufsbildende Schulen";"Dienstlich";"Krankentransport";"&gt,15 Min.";"";"2";"2";"2";"2";"2";"3";"2";"3";"2";
"49177153";"007fff8";"14.09.2018 10:36";"14.09.2018 10:38";"teilgenommen und beendet";"ja";"18-30";"AzuBi";"Zeuge";"Notfalleinsatz";"&gt,15 Min.";"";"1";"1";"1";"2";"1";"1";"1";"2";"2";
"49183956";"a84f4af";"14.09.2018 15:15";"14.09.2018 15:17";"teilgenommen und beendet";"ja";"18-30";"Schüler/ Student";"Anrufer";"Notfalleinsatz";"&gt,15 Min.";"";"2";"2";"2";"2";"2";"1";"2";"2";"2";
"49197805";"166d87b";"15.09.2018 06:32";"15.09.2018 06:34";"teilgenommen und beendet";"ja";"18-30";"Berufsfeuerwehrmann";"Mitarbeiter";"Notfalleinsatz";"10-15 Min.";"";"1";"1";"2";"2";"2";"2";"5";"2";"2";
"49207508";"59626bb";"15.09.2018 20:40";"15.09.2018 20:43";"teilgenommen und beendet";"nein";"30-55";"Die Umfrage ist so schlecht designed. Was seid ihr eigentlich für Amateure? Was wähle ich denn jetzt, wenn ich 30 bin? Da hab ich ja gleich 2 Möglichlichkeiten. Lest Eucj wirklich mal ein tutorial durch";"K";"A";"&gt,15 Min.";"";"5";"5";"5";"5";"5";"5";"5";"5";"5";
"49214324";"bcb1345";"16.09.2018 14:18";"16.09.2018 14:22";"teilgenommen und beendet";"ja";"18-30";"Angestellter";"Patient";"Hilfeleistung";"";"";"2";"2";"2";"2";"2";"2";"4";"2";"2";
"49220039";"5bcb126";"16.09.2018 20:28";"16.09.2018 20:29";"teilgenommen, aber noch nicht beendet";"ja";"18-30";"Schüler/ Student";"Anrufer";"Notfalleinsatz";"0-5 Min.";"";"";"";"";"";"";"";"";"";"";
"49258704";"eee8bb9";"18.09.2018 06:44";"18.09.2018 06:46";"teilgenommen und beendet";"ja";"18-30";"Schüler/ Student";"Jugendfeuerwehr";"Notfalleinsatz";"5-10 Min.";"";"1";"2";"2";"3";"2";"3";"4";"2";"1";
"49261388";"d9a0a58";"18.09.2018 09:04";"18.09.2018 09:06";"teilgenommen und beendet";"ja";"18-30";"Angestellter";"Zeuge";"Notfalleinsatz";"0-5 Min.";"";"2";"1";"1";"2";"2";"3";"3";"3";"2";
"49380963";"43f0767";"21.09.2018 16:10";"21.09.2018 16:12";"teilgenommen und beendet";"ja";"30-55";"Angestellter";"Angehöriger";"Notfalleinsatz";"5-10 Min.";"";"2";"1";"1";"1";"1";"2";"3";"2";"1";
"49416953";"49869b0";"23.09.2018 16:26";"23.09.2018 16:27";"teilgenommen, aber noch nicht beendet";"ja";"18-30";"Angestellter";"Anrufer";"Krankentransport";"5-10 Min.";"";"";"";"";"";"";"";"";"";"";
"49417568";"043d58e";"23.09.2018 17:07";"23.09.2018 17:08";"teilgenommen, aber noch nicht beendet";"ja";"18-30";"Schüler/ Student";"Patient";"Notfalleinsatz";"10-15 Min.";"";"";"";"";"";"";"";"";"";"";
"49418219";"9825df6";"23.09.2018 17:43";"23.09.2018 17:45";"teilgenommen und beendet";"ja";"18-30";"Schüler/ Student";"Anrufer";"Notfalleinsatz";"5-10 Min.";"";"3";"1";"3";"3";"1";"2";"3";"3";"2";
"49432223";"e9b46f3";"24.09.2018 10:45";"24.09.2018 10:49";"teilgenommen und beendet";"ja";"18-30";"ungelernt/ arbeitslos";"Patient";"Notfalleinsatz";"0-5 Min.";"";"2";"3";"2";"2";"2";"3";"3";"2";"2";
"49452111";"b61d243";"24.09.2018 20:50";"24.09.2018 20:51";"teilgenommen und beendet";"ja";"18-30";"Schüler/ Student";"Anrufer";"Notfalleinsatz";"5-10 Min.";"";"3";"3";"3";"3";"2";"3";"4";"1";"3";
"49487528";"81b91a8";"25.09.2018 21:24";"25.09.2018 21:26";"teilgenommen, aber noch nicht beendet";"nein";"18-30";"Schüler/ Student";"Bekannter";"Sanitätsdienst/ Veranstaltung";"";"";"2";"";"";"";"";"";"";"";"";
"49524128";"cd8def0";"26.09.2018 20:47";"26.09.2018 20:48";"teilgenommen und beendet";"ja";"18-30";"Handwerker";"Anrufer";"Notfalleinsatz";"5-10 Min.";"";"1";"1";"2";"1";"2";"2";"1";"1";"1";
"49645721";"b62af0d";"01.10.2018 20:43";"01.10.2018 20:44";"teilgenommen und beendet";"ja";"18-30";"Schüler/ Student";"Praktikant";"Notfalleinsatz";"5-10 Min.";"";"2";"3";"2";"2";"1";"2";"2";"1";"2";
"49721958";"ed1b19e";"04.10.2018 10:17";"04.10.2018 10:19";"teilgenommen und beendet";"ja";"18-30";"Schüler/ Student";"Patient";"Hilfeleistung";"";"";"2";"2";"2";"3";"2";"2";"5";"2";"2";
"50582856";"dca6998";"30.10.2018 09:07";"30.10.2018 09:09";"teilgenommen und beendet";"ja";"18-30";"Angestellter";"Patient";"Notfalleinsatz";"5-10 Min.";"";"2";"1";"2";"2";"1";"2";"2";"1";"2";
"51228380";"fa90437";"14.11.2018 01:22";"14.11.2018 01:26";"teilgenommen und beendet";"ja";"18-30";"Schüler/ Student";"Anrufer";"Notfalleinsatz";"0-5 Min.";"";"1";"1";"1";"1";"1";"1";"1";"1";"1";
"51297545";"504f3d9";"15.11.2018 12:40";"15.11.2018 12:41";"teilgenommen und beendet";"ja";"55-70";"Akademiker";"Patient";"Notfalleinsatz";"0-5 Min.";"";"1";"2";"1";"2";"2";"1";"5";"1";"3";
"51328259";"7b1f602";"15.11.2018 23:32";"15.11.2018 23:32";"teilgenommen und beendet";"ja";"18-30";"Schüler/ Student";"Patient";"Notfalleinsatz";"10-15 Min.";"";"1";"1";"1";"1";"1";"1";"1";"1";"1";
"53561927";"a03215b";"19.01.2019 02:04";"19.01.2019 02:06";"teilgenommen und beendet";"ja";"18-30";"Angestellter";"Patient";"Notfalleinsatz";"5-10 Min.";"";"3";"3";"2";"1";"2";"2";"2";"1";"2";
"54122832";"a1ef928";"06.02.2019 18:50";"06.02.2019 18:51";"teilgenommen, aber noch nicht beendet";"ja";"30-55";"Angestellter";"Anrufer";"Notfalleinsatz";"5-10 Min.";"";"";"";"";"";"";"";"";"";"";
"59252435";"4baec37";"05.07.2019 10:49";"05.07.2019 10:50";"teilgenommen und beendet";"ja";"18-30";"Akademiker";"Angehöriger";"Notfalleinsatz";"0-5 Min.";"";"1";"1";"1";"2";"1";"1";"1";"1";"1";
